group	taxa	abund	relative_abund
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;;;;0.89	355	0.0011039106423205134
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;;;;0.97	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Candidatus Profftella;;;0.72	120	3.7315289317876513e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.52	102	3.1717995920195035e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.57	66	2.0523409124832082e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.6	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.8	34	1.0572665306731679e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.83	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.96	474	0.0014739539280561223
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;agri;0.87	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;aerilata;;0.51	102	3.1717995920195035e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;aerilata;;0.53	76	2.3633016567988456e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;pinisoli;pinisoli;0.55	233	7.245385342554356e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;putida;;0.75	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;putida;;0.86	3	9.328822329469128e-6
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;timonae;;0.51	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;timonae;;0.93	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;0.93	6	1.8657644658938256e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;dispersa;;0.86	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;johnsonii;;0.79	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;junii;;0.88	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;;aerosaccus;1	5	1.554803721578188e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;faecalis;;0.89	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;;;;0.91	7	2.1767252102094632e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;;putida;0.96	7	2.1767252102094632e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;brassicacearum;;0.77	6	1.8657644658938256e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;oryzihabitans;;0.69	83	2.580974177819792e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;protegens;;0.63	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;psychrotolerans;;0.88	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;;;0.87	4	1.2438429772625504e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter;rhizovicinus;;0.99	18	5.5972933976814764e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;maltophilia;;0.99	0	0
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;;;;0.51	0	0
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;;;;0.75	16	4.975371909050202e-5
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;;;;0.8	0	0
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;;;;;0.54	67	2.083436986914772e-4
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;;;;0.63	5	1.554803721578188e-5
